house_id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,zip,water_supply,heating_type,Furnishing Status,garage,Available
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
